"","species","citation","entry","lon","lat","comments","year","accepted_name"
"97","Ammobium alatum R. Br.","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Ammobium alatum R. Br. Breslau: Wegrand bei Ransern (Krajewski)!, Schuttplatz in Bischofswalde!",16.95404,51.16696,"Wrocław, pobocze drogi przy Rędzinie; Wrocław, Biskupin, wysypisko śmieci","1931","Ammobium alatum R.Br."
"98","Ammobium alatum R. Br.","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Ammobium alatum R. Br. Breslau: Wegrand bei Ransern (Krajewski)!, Schuttplatz in Bischofswalde!",17.09846,51.09952,"Wrocław, pobocze drogi przy Rędzinie; Wrocław, Biskupin, wysypisko śmieci","1931","Ammobium alatum R.Br."
"99","Ammobium alatum R. Br.","@schalowErgebnisseDurchforschungSchlesischen1932","Ammobium alatum R. Br. Frankenstein: Stadtwald, verwildert (Rauhut)!",16.8168,50.5899,"Ząbkowice Śląskie; brak lasu miejskiego [Stadtwald]; współrzędne na park","1932","Ammobium alatum R.Br."
"100","Orchis morio","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Peucedanum Cervaria Wohlau: Seifwiesen bei Kl.-Kreidel! [...] Die Seifwiesen bei Kl.-Kreidel gehören mit zu den interessantesten Gebieten unserer rechten Oderseite. [...] Die wenigen Sträucher: Rosa gallica , R. scabriuscula, Salix repens und Ju niperus communis werden zu meist durch die Sense niedergehalten. Als Hauptcharakterpflanze der Wiesen ist die Hirschwurz, Peucedanum Cervaria zu betrachten. Von Begleitpflanzen sind zu nennen: Primula officinalis, Campanula glomerata , Laserpicium prutenicum, Scorzonera humilis, Carex tomentosa, Viola hirta, Helianthemum chamaecistus, Potentilla alba, Iris sibirica, Crepis praemorsa, Orchis morio, Inula salicina u. a. Hin und wieder kommt es auch durch das Vorherrschen von Calluna vulgaris zur Ausbildung von echten Heidewiesen. An tieferen Stellen schließen sich allerhand Riedgräser zu dichten Beständen zusammen, die von Carex acutiformis, C. Goodenoughi, C. disticha , C. flava und C. Buxbaumi gebildet werden. Ihnen sind bei­gemischt: Eriophorum latifolium und E. angustifolium, Crepis paludosus, Orchis latifolia, Pedicularis silvatica u. a. Ganz ähnlich wie auf den Silsterwitzer Wiesen finden sich auch hier größere reine Schilfbestände. Auch Calamagrostis lanceolata ist mit unter tonangebend. Soviel zur Kennzeichnung der Kreideier Seifwiesen. Wo finden sich in Schlesien noch ähnliche Wiesenbestände? [...]",16.52907,51.30866,"Krzydlina Mała, gm. Wołów, łąki na płń-zachód od miejscowości","1933","Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase"
"101","Anacyclus clavatus","@schalowErgebnisseDurchforschungSchlesischen1932","Anacyclus clavatus Breslau: Güterbahnhof Ost (Dr. K. Meyer)!",17.0454,51.09688,"Wrocław, dawny dworzec towarowy","1932","Anacyclus clavatus (Desf.) Pers."
"102","Anacyclus clavatus","@schalowErgebnisseDurchforschungSchlesischen1932","Phalaris brachystachys Link Breslau: Hof der Fruchteinfuhrgesellschaft in der Siebenhufener Straße, sicherlich mit Südfruchttransporten eingeschleppt! [...] Hier fanden sich von sonstigen Südfruchtbegleitern noch: Phalaris canariensis, P. paradoxa, P. minor, Alopecurus agrestis, Anthoxanthum aristatum, Gastridium ventricosum, Cynosurus echinatus, Koeleria phleoides, Gaudinia fragilis, Scleropoa rigida, Vulpia ciliata (s. oben!), Bromus villosus, B. Madritensis, Haynaldia villosa, Triticum durum (s. oben!), Rumex bacephalophorus (s. oben!), Silene gallica, Brassica nigra, Rapistrum rugosum, Vicia Faba, V. villosa ssp. varia, Lathyrus Aphaca, Erodium malacoides, Scandix pecten Veneris, Torilis nodosa (s. oben!), T. arvensis ssp. heterophylla (s. oben!), Daucus aureus (s. oben!), Nepeta Cataria, Anagallis coerulea, Linaria Cymbalaria, Valerianella eriocarpa (s. oben!), Specularia speculum, Carduus pycnocephalus (s. oben!): Anthemis altissima, Anacyclus clavatus und Senecio Jacobaea var. erucoides (s. oben!).",17.00775,51.10392,"Wrocław, ul. Tęczowa; (Fruchteinfurh G.m.b.H., Filliale Breslau, Siebenhufener Str. 74, https://www.sbc.org.pl/dlibra/doccontent?id=86845); http://maps.mapywig.org/m/City_plans/Central_Europe/PLAN_DER_HAUPTSTADT_BRESLAU_Sonderplan_der_Innenstadt_5K_1934.jpg","1932","Anacyclus clavatus (Desf.) Pers."
"103","Anchusa azurea Mill.","@schalowErgebnisseDurchforschungSchlesischen1936","Anchusa azurea Mill. (= A .Italica Retz) Hirschberg: Grasplätze (Kruber)!",15.74704,50.90094,"Jelenia Góra, tereny trawiaste","1936","Anchusa azurea Mill."
"104","Andromeda polifolia","@wimmerBerichtUberVerhandlungen1850","Aus der Flora der Lausitz und dem nächstangrenzenden Theile der Mark vom Apotheker Knorr in
Sommerfeld. (Als neu für Schlesien: [...] aus den Umgebungen von Sommerfeldt: Reseda luteola, Nasturtium officinale, Drosera longifolia und intermedia häufig, Illecebrum, Sedum villosum, Myriophyllum verticillatum, [...] Astragalus arenarius, Valeriana exaltata und sambucifolia, Arnica montana, Xanthium spinosum, durch die Karden eingeführt; Andromeda polifolia, Pulmonaria angustifolia, Omphalodes scorpioides, Utricularia minor und intermedia, Thesium ebracteatum, Potamogeton rufescens, Scheuchzeria, Sturmia Loeselii, Cephalanthera rubra, Leucoium vernum, Juncus Tanageia, Holoschoenus, Rhynchospora fusca, Cladium Mariscus, Carex limosa, Calamagostris stricta, Lycopodium inundatum, Chara syncarpa.)",14.979,51.78799,"Lubsko, gm. Lubsko, pow. żarski","1850","Andromeda polifolia L."
"105","Andromeda polifolia","@mildeUeberMeineExcursionen1854","Ausserdem finden sich in den Wäldern um Carlsruhe sehr häufig Pyrola umbellata, Andromeda polifolia, weiss und roth blühend, Ledum palustre, Lathraea squamaria in unendlicher Menge, auf Aeckern Potentilla nemoralis, in den Teichen Utricularia minor und Riccia natans, auf sumpfigen Wiesen Valeriana dioica und Cineraria crispa, auf einer sandigen Stelle Chenopodium Botrys, ganz nahe bei der Stadt auf einer nassen, sandigen Fläche in Gesellschaft der Drosera rotundifolia ziemlich häufig Lycopodium inundatum, [...]",17.82904,50.89962,"lasy wokół miejscowości Pokój, gm. Pokój, pow. namysłowski","1854","Andromeda polifolia L."
"106","Androsace septentrionalis","@schalowErgebnisseDurchforschungSchlesischen1935","Androsace septentrionalis Raudten: auch südlich von Töschwitz mehrfach!",16.30499,51.46113,"Toszowice, gm. Rudna, na południe od","1935","Androsace septentrionalis L."
"107","Andryale sinuata L.","@schalowErgebnisseDurchforschungSchlesischen1932","Andryale sinuata L. Breslau: Güterbahnhof West! (Dr. K. Meyer)!",17.01173,51.11007,"Wrocław, między ul. Braniborska a Robotnicza","1932","Andryala integrifolia L."
"108","Anemone nemorosa","@schalowErgebnisseDurchforschungSchlesischen1936","Anemone nemorosa [...] mit zwei Blüten Breslau: Friedhof der Michaeliskirche (Droth)!",17.04969,51.1209,"Wrocław, Ołbin, [dawny] cmentarz przu kościele Michała Archanioła","1936","Anemone nemorosa L."
"109","Anemone nemorosa","@schalowErgebnisseDurchforschungSchlesischen1936","Anemone nemorosa mit einem Blütenblatt am Grunde der Blattstiele Ohlau: Seiffersdorf (v. Schiller)!,[...]",17.21815,50.95651,"Zabardowice, gm. Oława","1936","Anemone nemorosa L."
"110","Aneura pinguis","@mildeUeberVarietatenUnd1850","Bei Oppersdorf findet man Carex longifolia, Equisetum hiemale, Fegatella conica, Pellia epiphyla, Aneura pinguis u. a.; auch entdeckte hier Herr Apotheker Lohmeyer die Athamana cretenis, aber nun in einem einzigen Exemplare.",17.42764,50.42144,"Wierzbięcice, gm. Nysa","1850","Aneura pinguis (L.) Dumort."
"111","Archangelica officinalis","@schalowErgebnisseDurchforschungSchlesischen1932","Archangelica officinalis Waldenburger Gebirge: Lomnitz (Prof. Schube)!",16.33153,50.67822,"Łomnica, gm. Głuszyca, pow. wałbrzyski","1932","Angelica archangelica subsp. archangelica"
"112","Archangelica officinalis","@schalowErgebnisseDurchforschungSchlesischen1934","Archangelica officinalis Hoyerswerda: Klösterl.-Neudorf (Militzer)",14.2272,51.40154,"Neudorf-Klösterlich","1934","Angelica archangelica subsp. archangelica"
"113","Archangelica officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Archangelica officinalis Hoyerswerda: Dörgenhausen (Militzer)",14.22818,51.41629,"","1935","Angelica archangelica subsp. archangelica"
"114","Archangelica officinalis","@schalowErgebnisseDurchforschungSchlesischen1936","Archangelica officinalis (Saalau bei Hoyerswerda, ob ursprünglich?),",14.23454,51.36306,"","1936","Angelica archangelica subsp. archangelica"
"115","Archangelica officinalis","@schalowErgebnisseDurchforschungSchlesischen1936","Dafür ist das überraschende Auftreten von Archangelica officinalis am Oderufer bei Oswitz unterhalb von Breslau der beste Beweis.",16.9906,51.13814,"Wrocław, Osobowice","1936","Angelica archangelica subsp. archangelica"
"116","Antennaria margaritacea","@schalowErgebnisseDurchforschungSchlesischen1932","Antennaria margaritacea Neurode: Hausdorf (Kramarz)!",16.50938,50.63251,"Jugów, gm. Nowa Ruda, pow. kłodzki","1932","Antennaria margaritacea R.Br., 1817"
"117","Antennaria margaritacea","@schalowErgebnisseDurchforschungSchlesischen1935","Antennaria margaritacea Hirschberg: Hartenberg (Mittelschullehrer K. Herrmann)'",15.56482,50.857,"Górzyniec, Piechowice, pow. karkonoski","1935","Antennaria margaritacea R.Br., 1817"
"118","Anthericum ramosum","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Anthericum ramosum Gr.-Strehlitz: Larischka (Schubert) !",18.17923,50.54258,"nieistniejąca kolonia, teren miejscowości Suchodaniec, gm. Izbicko, pow. strzelecki","1931","Anthericum ramosum L."
"119","Anthericum ramosum","@schalowErgebnisseDurchforschungSchlesischen1932","Anthericum ramosum Frankenstein: Wachtberg (Rauhut)!",16.76727,50.55653,"[wzgórze] Stróża, Braszowice, gm. Ząbkowice Śląskie","1932","Anthericum ramosum L."
"120","Anthericum ramosum","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Anthericum ramosum Guhrau: Niederwald (Weidlich)!",16.55619,51.68902,"las na północ od m. Góra, za Włodków Dolny","1933","Anthericum ramosum L."
"121","Anthericum ramosum","@schalowErgebnisseDurchforschungSchlesischen1935","Anthericum ramosum [...] Wohlau: bei den Heideteichen (Loge)",16.57788,51.35954,"Staw Górny, Staw Dolny, dawniej torfowisko","1935","Anthericum ramosum L."
"122","Anthericum ramosum","@schalowErgebnisseDurchforschungSchlesischen1935","Anthericum ramosum Kolzig: Karschin (Kreisförster Buntrock)!;",15.86831,52.03038,"Karszyn","1935","Anthericum ramosum L."
"123","Anthericum ramosum","@schalowErgebnisseDurchforschungSchlesischen1936","Ganz überraschend aber kommt die Entdeckung recht pflanzenreicher sogenannter „pontischer“ Hügel unweit Dammer im südlichen Teile des Namslauer Kreises. Nach Wittigs Angaben finden sich hier: Anemone pratensis, Thesium intermedium, Sempervivum soboliferum, Scorzonera humilis, Anthericum ramosum, Polypodium vulgare, Scabiosa canescens, Allium senescens, Silene Otites und Astragalus arenarius.",17.82027,50.98202,"Dąbrowa, gm. Świerczów, wzgórza","1936","Anthericum ramosum L."
"124","Anthoceros","@mildeUeberVarietatenUnd1850","Seit zwei Jahren hatte ich Gelegenheit, E. Telmateia Ehrh. in Neisse an seinen natürlichen Standorten sehr oft zu beobachten. Es erscheint diese Pflanze an zwei stellen daselbst: in der nahen Besitzung Wangenfield [...] Mit E. Telmateia erscheint bei Wangenfield Symphytum tuberosum, Heleocharis ovata, Epipactis palustris, Leersia oryzoides, Riccia fluitans, Cirsium rivulare, Cicuta, Berula, und im trocknen Bette der Neisse daselbst Epilobium Dodonaei in Menge, zuweilen auch Mimulus guttatus; an Grabenrander Blasia pusilla mit Fossombronia und beiden Anthoceros und den gemeineren Riccia-Arten.",17.39939,50.48496,"Nie znalazłem Wagenfield na mapach. Jedynym źródłem może być wpis w  https://wiki.genealogy.net/Gro%C3%9F_Neundorf: 'Die Erbscholtisei (54 ha) war im Besitz der Familie Kinne, ein Bauergut (74 ha) seit 1650 im Besitz der Familie Beier, außerdem gab es im Ort mehrere große Bauernhöfe. Auf der Adalberthöhe, auf dem Ziegelberg östlich von Maria Hilf gelegen, hatte der Neisser Redakteur und Verleger Moritz Wangenfield um 1831 ein Gasthaus mit Sommerwohnungen und einen parkartigen Garten mit vielen seltenen Bäumen und Sträuchern angelegt. Aus finanziellen Gründen wurde die Anlage 1866 vom späteren Besitzer aufgegeben und abgetragen.' Można przypuszczać, że Wagenfield położone było na terenach wsi Złotogłowice (Groß Neundorf); natomiast z listy gatunków można przypuszczać, że teren był podmokły/położony nad rzeką. Złotogłowice, gm. Nysa","1850","Anthoceros"
"125","Anthoxanthum aristatum","@schalowErgebnisseDurchforschungSchlesischen1932","Anthoxanthum aristatum Festenberg: in einem Roggenschlage (Landwirt Marculla t. Landwirtschafts­ kammer)!",17.46875,51.36846,"Twardogóra, gm. Twardogóra, pow. oleśnicki","1932","Anthoxanthum aristatum Boiss."
"126","Anthoxanthum aristatum","@schalowErgebnisseDurchforschungSchlesischen1932","Phalaris brachystachys Link Breslau: Hof der Fruchteinfuhrgesellschaft in der Siebenhufener Straße, sicherlich mit Südfruchttransporten eingeschleppt! [...] Hier fanden sich von sonstigen Südfruchtbegleitern noch: Phalaris canariensis, P. paradoxa, P. minor, Alopecurus agrestis, Anthoxanthum aristatum, Gastridium ventricosum, Cynosurus echinatus, Koeleria phleoides, Gaudinia fragilis, Scleropoa rigida, Vulpia ciliata (s. oben!), Bromus villosus, B. Madritensis, Haynaldia villosa, Triticum durum (s. oben!), Rumex bacephalophorus (s. oben!), Silene gallica, Brassica nigra, Rapistrum rugosum, Vicia Faba, V. villosa ssp. varia, Lathyrus Aphaca, Erodium malacoides, Scandix pecten Veneris, Torilis nodosa (s. oben!), T. arvensis ssp. heterophylla (s. oben!), Daucus aureus (s. oben!), Nepeta Cataria, Anagallis coerulea, Linaria Cymbalaria, Valerianella eriocarpa (s. oben!), Specularia speculum, Carduus pycnocephalus (s. oben!): Anthemis altissima, Anacyclus clavatus und Senecio Jacobaea var. erucoides (s. oben!).",17.00775,51.10392,"Wrocław, ul. Tęczowa; (Fruchteinfurh G.m.b.H., Filliale Breslau, Siebenhufener Str. 74, https://www.sbc.org.pl/dlibra/doccontent?id=86845); http://maps.mapywig.org/m/City_plans/Central_Europe/PLAN_DER_HAUPTSTADT_BRESLAU_Sonderplan_der_Innenstadt_5K_1934.jpg","1932","Anthoxanthum aristatum Boiss."
"127","Anthoxanthum aristatum","@schalowErgebnisseDurchforschungSchlesischen1934","Anthoxanthum aristatum Niesky: Jahmen (Militzer)!",14.59065,51.35241,"","1934","Anthoxanthum aristatum Boiss."
"128","Anthoxanthum aristatum","@schalowErgebnisseDurchforschungSchlesischen1935","Anthoxanthum aristatum Ortrand: Lindenau (Militzer)",13.7241,51.4013,"","1935","Anthoxanthum aristatum Boiss."
"129","Hierochloa odorata","@schalowErgebnisseDurchforschungSchlesischen1932","Hierochloa odorata [...] Neumarkt: `Dünen vor Kobelnik`!",16.67918,51.21868,"wydmy przed miejscowością Kobylniki, obecnie wzgórze Wielka Wydma, Lubiatów, Zabór Wielki, gm. Miękinia, pow średzki","1932","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"130","Hierochloa odorata","@schalowErgebnisseDurchforschungSchlesischen1932","Hierochloa odorata Steinau: Borschen (Pfeiffer)!; [...]",16.48089,51.38485,"Boraszyn, gm. Wołów","1932","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"131","Hierochloa odorata","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hierochloa odorata Ohlau: Oderufer bei Zedlitz unweit der Jeltscher Fähre!",17.29795,51.01032,"brzek rzeki Odra, Siedlce, gm. Oława, niedaleko od przeprawy do Jelcza","1933","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"132","Hierochloa odorata","@schalowErgebnisseDurchforschungSchlesischen1934","Hierochloa odorata Auras: Oderufer bei Kottwitz!",16.90468,51.21556,"Kotowice, gm. Oborniki Śląskie, brzeg Odry","1934","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"133","Hierochloa odorata","@schalowErgebnisseDurchforschungSchlesischen1936","Diese letztere konnte von Mittelschullehrer Becker, Breslau, auch noch im Oderwalde zwischen Brieg und Ohlau aufgefunden werden.",17.39119,50.9288,"las przy Odrze między Brzeg a Oława","1936","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"134","Hierochloa odorata","@schalowErgebnisseDurchforschungSchlesischen1936","Ich nenne da vor allem unsere Carex Buekii, die ich nun auch aus der Gegend von Leubus nachweisen konnte. Sie fand sich hier am Oderufer gegenüber Leubus in Gesellschaft von Hierochloa odorata, einer ändern Silingischen Odertalpflanze.",16.46479,51.26417,"na brzegu Odry, Lubiąż","1936","Anthoxanthum nitens (Weber) Y.Schouten & Veldkamp"
"135","Anthoxanthum odoratum f. picta nov. f.","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Anthoxanthum odoratum f. picta nov. f. mit weiß gestreiften Blättern Hirschberg: Bibersteine bei Krommenau (Buchs)!",15.58603,50.87164,"Bobrowe Skały, Piechowice, pow. karkonoski","1933","Anthoxanthum odoratum L."
"136","Anthriscus vulgaris","@schalowErgebnisseDurchforschungSchlesischen1934","Anthriscus vulgaris Hoyerswerda: Groß-Särchen (Militzer)",14.30416,51.37357,"","1934","Anthriscus caucalis M.Bieb."
"137","Anthriscus nitida","@schalowErgebnisseDurchforschungSchlesischen1936","Zu den letzten Resten der alten Urwalddecke gehört auch der Stadtwald von Grottkau, ein Laubmischwald von recht verschiedenartiger Zusammensetzung. Ich durchstreifte nur seinen nördlichsten Teil und fand hier den Boden mit Vinca minor vielfach dicht übersponnen. An ändern Stellen trat Carex brizoides bestandbildend auf. Doch sah ich auch ausgesprochen sumpfige Stellen, für die Aspidium Thelypteris bezeichnend ist. Hier ist auch Anthriscus nitida recht häufig.",17.42759,50.69195,"Żelazna k. Grodkowa, las, część północna","1936","Anthriscus nitidus (Wahlenb.) Hazsl."
"138","Antirrhinum majus","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Antirrhinum majus Breslau: Schuttplatz an der Berliner Chaussee!",16.95184,51.13615,"Wrocław, wysypisko przy szosie berlińskiej, obecnie ul. Lotnicza, Kosmonautów","1933","Antirrhinum majus L."
"139","Apium graveolens","@schalowErgebnisseDurchforschungSchlesischen1934","Apium graveolens Breslau: Schuttplatz bei der Körnerwiese!",17.02072,51.06883,"wysypisko śmieci, polana Kornera, Wrocław; (https://www.dworniczak.com/zieleniec-ze-wzgorzem-skornik-historyczna-polana-kornera/)","1934","Apium graveolens L."
"140","Aquilegia vulgaris","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Aquilegia vulgaris [...] Gr.-Strehlitz: Larischka (Schubert)!",18.17923,50.54258,"nieistniejąca kolonia, teren miejscowości Suchodaniec, gm. Izbicko, pow. strzelecki","1931","Aquilegia vulgaris L."
